ID,Baþlýk (Title),Kaynak (Source),Model,Prompt (Ýngilizce),Prompt (Çince),Etiketler (Tags),Orijinal Kaynak Adý,Orijinal Kaynak URL,Resim URL 1,Resim URL 2,Resim URL 3
songguoxs_112,??????,songguoxs/gpt4o-image-prompts,,"A digital illustration of a [SUBJECT], portrayed with a network of glowing clean pristine blue lines outlining its anatomy. The image is set against a dark background, highlighting the [SUBJECT] form and features. A specific area such as [PART] is emphasized with a red glow to indicate a point of interest or significance. The style is both educational and visually captivating, designed to resemble an advanced imaging technique",,illustration,@umesh_ai,https://x.com/umesh_ai/status/1931637370639520011,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/112.jpeg,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/112-2.jpeg,
songguoxs_111,3d ???????,songguoxs/gpt4o-image-prompts,,"3d hyperrealistic model-scenery of a long-haired woman wearing a flowing maxi dress walking up a curved staircase with an arched doorway at the end with a view to a tiny glowing moon, framed by lush climbing vines, setting over a round base made out of moss and tiny bioluminescent mushrooms, ethereal lighting, staging aesthetics, dark plain background --ar 4:5 --c 6 --s 100",,3d; interior; landscape,@PatriciaRed_,https://x.com/PatriciaRed_/status/1931165199987278330,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/111.jpeg,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/111-2.jpeg,
songguoxs_110,????????,songguoxs/gpt4o-image-prompts,,"A character sheet of [detailed description of thecharacter], in the style of Pixar, featuring multiple poses and expressions from different angles, including concept art, pencil sketches, a full-body reference sheet, and a white background. The sheet includes wide shots, low-angle views, 3D renders, and Octane renderings, highly detailed result.",,character,@CharaspowerAI,https://x.com/CharaspowerAI/status/1931750584090066979,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/110.png,,
songguoxs_109,????Logo,songguoxs/gpt4o-image-prompts,,"make a hyper-realistic 3D render of the attached logo, formed by glossy liquid paint splashes. Paint sculpts the outline using the exact palette from the reference. Smooth, fluid high-gloss splashes catch highlights; logo floats on pure white.",,logo,@nim_null,https://x.com/nim_null/status/1928008305705664661,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/109.png,,
songguoxs_108,????,songguoxs/gpt4o-image-prompts,,"Create a photograph of a [BRAND] logo formed from four vibrant paint splashes: red, blue, green, and yellow, captured mid-motion. Each color flows dynamically across different parts of the logo, as if sculpted from liquid paint. Droplets are suspended in the air around it, enhancing the illusion of movement. Set against a dark background with soft, vivid lighting that accentuates the glossy texture and fluid motion

Use appropriate colors for the logos.",,branding; logo; photography,@umesh_ai,https://x.com/umesh_ai/status/1931723259734888582,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/108.jpeg,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/108-2.png,
songguoxs_107,??????,songguoxs/gpt4o-image-prompts,,"A hyper-realistic square 1:1 portrait of a [YOUR ANIMAL] standing in a heroic pose, facing slightly left. The animal wears a textured dark gray superhero suit, form-fitting and matte, with visible fabric grain and subtle seams.

On its chest, inside a golden metallic Superman-style diamond emblem, is a fabric-embroidered version of the [COUNTRY] national flag (realistic stitching, slightly raised).

Draped over the animal’s shoulder is a flowing cape designed from the [COUNTRY] flag, with rich fabric folds and natural weight.

Behind the subject, use a realistic fabric backdrop displaying the full [COUNTRY] flag, slightly out of focus to add depth, with soft shadows to enhance realism.

Lighting should be warm and directional (studio-style), emphasizing the animal’s fur texture, suit material, and the contours of a subtly muscular chest. The overall tone is dramatic and cinematic, with a warm color grading and no excessive contrast. The head must be fully visible — no cropping.",,animal; portrait,@Kerroudjm,https://x.com/Kerroudjm/status/1931742320233230743,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/107.png,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/107-2.jpeg,
songguoxs_106,????,songguoxs/gpt4o-image-prompts,,"Colossal marble statue of [INSERT OBJECT OR CHARACTER HERE], wings (if applicable) spread in divine majesty, adorned with ornate golden armor and flowing baroque robes, cracked marble textures with soft patina, glowing sacred emblem on chest, standing within a celestial golden dome, surrounded by divine architecture, dramatic god rays from above, dynamic mid-action pose, ultra-detailed renaissance sculpture style, cinematic lighting, majestic and sacred atmosphere, 8k resolution",,architecture; character; sculpture,@TheRelianceAI,https://x.com/TheRelianceAI/status/1931726518952034462,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/106.png,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/106-2.jpeg,
songguoxs_105,??logo,songguoxs/gpt4o-image-prompts,,"A hyperrealistic embroidered textile artwork of the [SUBJECT], created with colored thread and soft fabric textures. The design features dense, tactile stitching and raised embroidery that mimics the actual form and branding. Set against a plain, off-white fabric background, with clean studio lighting and a sharp close-up view. Emphasize threadwork, texture, and handmade imperfections for a realistic soft sculpture look.",,branding; sculpture,@azed_ai,https://x.com/azed_ai/status/1931713849067241960,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/105.jpeg,,
songguoxs_104,?????????,songguoxs/gpt4o-image-prompts,,"Visualize any selected emoji [] as an ultra-detailed, hyper-realistic 3D sculpture fully composed of luxurious enamel mosaic tiles. The emoji should retain its iconic silhouette and proportions, reinterpreted as a stylized 3D figure made entirely from curved, faceted, and geometrically interlocked enamel tiles in a radiant mosaic pattern.
> Use high-gloss enamel tiles in varied shades derived from the emoji’s symbolic palette—integrating metallic accents, opalescent glazes, deep ceramic pigmentation, and subtle iridescence. Tile surfaces must exhibit gentle bevels, crisp joints, and tactile depth to emulate elite architectural mosaic work.
> Ensure no visible support structures—the figure must appear freestanding and weightless, suspended mid-air at the exact center of the frame.
> Background: pure white studio environment with soft ambient shadows directly beneath the sculpture to emphasize spatial presence and floating realism.
> Lighting: cinematic, diffused from multiple angles to",,emoji; landscape; sculpture,@mariia_gonchar,https://x.com/mariia_gonchar/status/1931774946608370013,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/104.png,,
songguoxs_103,????,songguoxs/gpt4o-image-prompts,,"{
  ""title"": ""Adaptive Embroidered Brooch Prompt Generator"",
  ""version"": ""2.0"",
  ""description"": ""Generate a prompt for an embroidered brooch based on text description or uploaded image."",
  ""inputs"": {
    ""reference_mode"": {
      ""type"": ""select"",
      ""label"": ""Reference Source"",
      ""options"": [""describe manually"", ""use uploaded image"", ""combine both""],
      ""default"": ""describe manually""
    },
    ""theme_text"": {
      ""type"": ""text"",
      ""label"": ""Describe the Theme or Motif"",
      ""placeholder"": ""e.g. an owl in a forest, biomechanical skull, dancing figures""
    },
    ""image_reference_description"": {
      ""type"": ""text"",
      ""label"": ""Describe what's in the uploaded image (if using image mode)"",
      ""placeholder"": ""e.g. a mechanical skull with succulents growing from it""
    },
    ""shape"": {
      ""type"": ""select"",
      ""label"": ""Brooch Shape"",
      ""options"": [""circular"", ""oval"", ""square"", ""irregular""],
      ""default"": ""oval""
    },
    ""style"": {
      ""type"": ""select"",
      ""label"": ""Embroidery Style"",
      ""options"": [
        ""traditional"", 
        ""folkloric"", 
        ""surreal"", 
        ""biomech-organic fusion"", 
        ""modern minimal""
      ],
      ""default"": ""traditional""
    },
    ""color_palette"": {
      ""type"": ""select"",
      ""label"": ""Color Palette"",
      ""options"": [
        ""earth tones and muted greens"",
        ""pastel shades"",
        ""neon surreal"",
        ""rusted metal and white florals"",
        ""monochrome with silver threads""
      ],
      ""default"": ""earth tones and muted greens""
    }
  },
  ""prompt_template"": ""{final_theme} hand-embroidered brooch, {style} style, crafted with intricate threadwork and metallic accents, soft wool and silk embroidery, fine beadwork outlining the {shape} shape, natural color palette ({color_palette}), macro shot on neutral linen or stone background, ultra-detailed artisan aesthetic, realistic embroidery textures, soft atmospheric lighting --ar 1:1 --style raw --v 6 --q 2"",
  ""logic"": {
    ""final_theme"": {
      ""if"": ""reference_mode == 'describe manually'"",
      ""value"": ""{theme_text}""
    },
    ""final_theme_alt"": {
      ""if"": ""reference_mode == 'use uploaded image'"",
      ""value"": ""{image_reference_description}""
    },
    ""final_theme_combined"": {
      ""if"": ""reference_mode == 'combine both'"",
      ""value"": ""{theme_text} and elements from: {image_reference_description}""
    }
  }
}",,felt; minimalist; nature; neon,@firatbilal,https://x.com/firatbilal/status/1931762571876446256,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/103.png,,
songguoxs_102,?????,songguoxs/gpt4o-image-prompts,,"Retexture the image attached based on the json below
{
  ""style"": ""C4D hyper-realistic 3D render"",
  ""object_form"": ""detailed mechanical design"",
  ""geometry"": {
    ""shape"": ""sharp edges with smooth curves"",
    ""scale"": ""real-world proportion"",
    ""detailing"": ""high-poly mesh with intricate mechanical features""
  },
  ""material"": {
    ""base"": ""polished plastic and carbon fiber"",
    ""texture"": ""fine surface variation with specular maps"",
    ""finish"": ""high gloss with realistic reflections""
  },
  ""design_elements"": {
    ""decals"": ""subtle branding and panel lines"",
    ""surface_effects"": ""anodized gradients, emissive lighting elements"",
    ""aero_parts"": ""spoilers, splitters, and aggressive styling cues""
  },
  ""color_scheme"": {
    ""primary"": ""#0ae2c0"",
    ""secondary"": ""#111111"",
    ""accents"": [""#ffffff"", ""#e00000""],
    ""reflections"": ""real-world HDRI light environment"",
    ""background"": ""#ffffff""
  },
  ""lighting"": {
    ""type"": ""studio 3-point with HDRI"",
    ""intensity"": ""balanced with key fill and rim lights"",
    ""shadows"": ""soft, subtle contact shadow under object"",
    ""highlights"": ""strong specular reflections on curves""
  },
  ""rendering"": {
    ""engine"": ""Cinema 4D Redshift or Octane"",
    ""resolution"": ""ultra high-definition (4K+)"",
    ""focus"": ""object-centered with floating illusion"",
    ""background_blur"": ""none""
  },
  ""composition"": {
    ""layout"": ""centered in frame"",
    ""object_count"": 1,
    ""orientation"": ""three-quarter front view"",
    ""camera"": ""35mm lens, slightly elevated"",
    ""grounding"": ""floating mid-air with realistic soft shadow cast on white background""
  }
}",,branding; landscape; vehicle,@egeberkina,https://x.com/egeberkina/status/1931727106590826828,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/102.png,,
songguoxs_101,???Logo?????,songguoxs/gpt4o-image-prompts,,"Create a mascot for [BRAND NAME] logo following the JSON aesthetic below:
{
""style"": ""brand-inspired creative mascot generation"",
""subject_handling"": {
""adapt_to_uploaded_image"": true,
""preserve_uploaded_logo_shape_and_text"": true,
""extract_dominant_brand_colors"": true,
""analyze_logo_style_for_mood"": true,
""use_uploaded_image_as_primary_reference"": true
},
""mascot_generation"": {
""character_type"": ""open — could be an animal, humanoid, object, robot, fantasy creature, or abstract form"",
""design_strategy"": ""generate a mascot concept that visually complements the uploaded brand based on extracted brand colors, mood, and style"",
""style_alignment"": ""mascot should feel like part of the brand family — matching tone (playful, elegant, techy, minimal, etc.)"",
""color_usage"": ""use brand colors as dominant tones in mascot’s body, clothing, skin, or materials"",
""personality_embedding"": ""include expressive traits aligned with brand tone (e.g. curious, bold, serene, confident)""
},
""composition"": {
""include_uploaded_logo_in_final_image"": true,
""arrangement"": ""mascot and logo presented together in a clear and balanced composition"",
""environment"": ""minimal scene or brand-aligned abstract background — not too busy"",
""interaction"": ""mascot may pose near, hold, or gesture to logo — but must not obscure or alter it""
},
""lighting"": {
""type"": ""neutral or soft directional lighting depending on brand tone"",
""shadow_behavior"": ""soft contact shadows to ground elements""
},
""camera"": {
""view_angle"": ""centered frontal or three-quarter depending on layout"",
""focus"": ""both mascot and logo in clear focus""
},
""post_processing"": {
""enhance_color harmony between mascot and logo"": true,
""disable_style_overrides or artistic distortion"": true
},
""image_constraints"": {
""transparent_background"": false,
""aspect_ratio"": [INSERT ASPECT RATIO],
""include_text_if_present_in_logo"": true,
""preserve_uploaded_logo_geometry"": true,
""prevent_logo_modification"": true
},
""notes"": ""Use the uploaded logo or product image as the central brand reference. Automatically generate a unique mascot that feels like an original creation belonging to the brand — inspired by extracted colors, shapes, and mood. The mascot must not copy other mascots or use predefined templates. The final image should creatively showcase both the logo and its new mascot side-by-side, visually unified but distinct.""
}",,animal; branding; character; fantasy; landscape; logo; minimalist; product,@alex_prompter,https://x.com/alex_prompter/status/1927308788610081088,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/101.jpeg,,
songguoxs_100,????,songguoxs/gpt4o-image-prompts,,"Imagine [CHARAKTER 1] and [Charakter 2] casually sitting together at a table in a [FAST FOOD BRAND] restaurant. The atmosphere is relaxed and light-hearted, with the two characters engaged in an amusing or deep conversation over trays of food and drinks.",,branding; character; food,@TheRelianceAI,https://x.com/TheRelianceAI/status/1925146916133712191,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/100.png,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/100-2.jpeg,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/100-3.jpeg
songguoxs_99,???????,songguoxs/gpt4o-image-prompts,,"An ultra-realistic top-down photograph of a 3D-printed diorama inside a beige cardboard box, with the lid being held open by two human hands. The interior of the box reveals a miniature landscape of [COUNTRY NAME], featuring iconic landmarks, terrain, buildings, rivers, vegetation, and crowds of tiny, detailed human figures. The diorama is filled with vibrant, geographically appropriate elements, all crafted in a tactile, toy-like style using matte 3D-printed textures with visible layer lines. At the top, the inside of the box lid displays the phrase “[COUNTRY NAME]” in large, colorful, raised plastic letters—each letter in a different bright color. The lighting is warm and cinematic, highlighting the textures and shadows to evoke a sense of realism and charm, as if the viewer is opening a magical miniature version of the natio",,architecture; interior; landscape; photography; toy; vehicle,@TheRelianceAI,https://x.com/TheRelianceAI/status/1925223613055017251,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/99.png,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/99-2.jpeg,
songguoxs_98,3D??????,songguoxs/gpt4o-image-prompts,,"a soft 3D cartoon-style sculpture of [brand product], made of smooth clay-like textures and vibrant pastel colors, placed in a minimalist isometric scene that complements the product’s nature, clean composition, gentle lighting, subtle shadows, with the product’s logo and a 3-word slogan displayed clearly belo",,branding; cartoon; clay; minimalist; nature; product; sculpture; vehicle,@aziz4ai,https://x.com/aziz4ai/status/1925301120252924356,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/98.jpeg,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/98-2.jpeg,
songguoxs_97,???????????ASCII??,songguoxs/gpt4o-image-prompts,,Retro CRT computer boot screen that resolves into ASCII-art of NYC's tallest building,,architecture; retro,@Gdgtify,https://x.com/Gdgtify/status/1925176250626159053,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/97.png,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/97-2.jpeg,
songguoxs_96,3D????Logo,songguoxs/gpt4o-image-prompts,,"3D sculpted logo of [LOGO NAME], in a steampunk style, made of aged brass and oxidized iron, with visible rivets, gears, and vintage mechanical elements, distressed and weathered surface, rich copper and bronze tones, engraved with Victorian-style filigree, retro-industrial design, soft spotlight lighting, neutral background, hyper-realistic render, ultra-high resolution, symmetrical composition",,logo; retro,@MayorKingAI,https://x.com/MayorKingAI/status/1925144570553327620,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/96.jpeg,,
songguoxs_95,???????,songguoxs/gpt4o-image-prompts,,"A flat branded paper folds itself into the full 3D shape of a [Air Jordan 1 shoes], mid-motion. Dramatic studio lighting, origami texture detail, gradient shadows, Japanese minimalism feel.","A flat branded paper folds itself into the full 3D shape of a [Jansport backpack], mid-motion. Dramatic studio lighting, origami texture detail, gradient shadows, Japanese minimalism feel.",branding; minimalist; paper-craft,@HBCoop_,https://x.com/HBCoop_/status/1925213900192043236,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/95.png,,
songguoxs_94,??????,songguoxs/gpt4o-image-prompts,,"A square-format digital photograph showing a fictional pharmaceutical-style product from [Brand Name] Pharmacy. The box is on the left, clean and minimalist, featuring bold text with the product name ""[PRODUCT NAME]"" and a witty line like ""Take one [type] daily."" Next to the box is a silver blister pack containing 6–10 themed pills or capsules shaped like [describe icon/logo/item, e.g., a coffee cup, burger, heart, Midjourney logo, etc.]. Neutral background, soft lighting, sharp focus, modern packaging aesthetic.",,branding; minimalist; photography; product,@azed_ai,https://x.com/azed_ai/status/1925197464099049735,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/94.jpeg,,
songguoxs_93,???????????,songguoxs/gpt4o-image-prompts,,"A [SUBJECT] sits alone in a minimalistic room filled with floating, semi-transparent thought bubbles. Each bubble contains a fragment of their face from different emotional states — smiling, crying, screaming — forming a psychological self-portrait suspended in mid-air.",,interior; minimalist; portrait,@TheRelianceAI,https://x.com/TheRelianceAI/status/1925098220398465145,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/93.jpeg,,
songguoxs_92,??????,songguoxs/gpt4o-image-prompts,,"Recreate this image using the parameters from the JSON provided.
{
  ""name"": ""Neon Glass Glow"",
  ""style"": {
    ""material"": {
      ""type"": ""glass"",
      ""transparency"": 0.92,
      ""reflectivity"": 1.0,
      ""refractionIndex"": 1.6,
      ""color"": ""#ff00ff"",
      ""emission"": {
        ""color"": ""#ff66ff"",
        ""intensity"": 0.8
      },
      ""surfaceFinish"": ""glossy"",
      ""bloom"": true,
      ""detail"": ""high""
    },
    ""outline"": {
      ""enabled"": true,
      ""color"": ""#ffccff"",
      ""width"": 1.8
    },
    ""lighting"": {
      ""type"": ""studio"",
      ""keyLightColor"": ""#ffffff"",
      ""keyLightIntensity"": 1.0,
      ""fillLightColor"": ""#9900ff"",
      ""fillLightIntensity"": 0.7,
      ""rimLightColor"": ""#00ffff"",
      ""rimLightIntensity"": 0.7,
      ""shadows"": ""crisp""
    },
    ""background"": {
      ""type"": ""solid"",
      ""color"": ""#000000""
    },
    ""render"": {
      ""shadows"": true,
      ""antiAliasing"": true,
      ""superSampling"": ""4x"",
      ""resolution"": ""high"",
      ""depthOfField"": {
        ""enabled"": true,
        ""focusDistance"": 0.8,
        ""blurAmount"": 0.1
      }
    }
  }
}",,neon,@alban_gz,https://x.com/alban_gz/status/1925446996468371893,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/92.jpeg,,
songguoxs_91,????,songguoxs/gpt4o-image-prompts,,"A kinetic sculpture of a [subject], made of interlocking metal rods and panels in brushed [color1] and oxidized [color2]. Suspended in motion, with rotating parts casting mechanical shadows on a concrete pedestal.",,sculpture,@azed_ai,https://x.com/azed_ai/status/1925490847564669153,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/91.png,,
songguoxs_90,???????????,songguoxs/gpt4o-image-prompts,,"Retexture [BRAND NAME] logo following my JSON aesthetic below:
{
""style"": ""realistic needle-felted wool sculpture"",
""subject_handling"": {
""adapt_to_uploaded_image"": true,
""preserve_original_shape_and_layout"": true,
""preserve_uploaded_color_values"": true,
""preserve_text_if_present"": true,
""preserve_text_case"": true,
""preserve_exact_letterforms"": true,
""use_uploaded_image_as_pixel_map"": true,
""prevent_color_estimation_or_stylization"": true
},
""needle_felting"": {
""material_type"": ""dyed wool fibers matched precisely to uploaded image pixels"",
""texture_description"": ""fluffy soft felt with clear fiber strands"",
""construction_style"": ""needle-felted, light irregularities allowed but no color bleeding"",
""color_application_method"": ""direct color transfer from uploaded image to wool sculpture"",
""prevent_auto_saturation_adjustment"": true,
""prevent_color_fading"": true,
""color_binding_mode"": ""pixel-level color fidelity per original image""
},
""lighting"": {
""lighting_type"": ""neutral soft studio lighting"",
""shadow"": ""soft, gray-toned shadows under the object only"",
""highlight_behavior"": ""matte highlights only from felt surface — no bloom or color shift""
},
""background"": {
""type"": ""plain matte studio"",
""background_color"": ""pastel tone that contrasts with logo color"",
""color_conflict_handling"": ""auto-adjust background brightness — do not alter logo colors""
},
""camera"": {
""focus_style"": ""macro lens"",
""depth_of_field"": ""shallow — full subject in sharp detail, soft background"",
""angle"": ""frontal or slightly elevated, full subject visible""
},
""post_processing"": {
""color_preservation_enforced"": true,
""disable_auto-enhancement_or_tinting"": true,
""no artistic reinterpretation"": true,
""no auto-correction, bloom, or white balance adjustments"": true
},
""image_constraints"": {
""transparent_background"": false,
""aspect_ratio_locked"": true,
""include_text_if_present"": true,
""preserve_text_case"": true,
""preserve_uploaded_color_values"": true,
""prevent_shape_or_color_change"": true,
""enforce_exact_pixel_color_match_to_uploaded_image"": true
},
""notes"": ""The uploaded image must be converted into a needle-felted wool sculpture using its exact colors and shape. Use pixel-level mapping to apply the uploaded color values to simulated dyed wool fibers. Do not change, brighten, dull, average, or blend colors. Text must remain intact and readable. Background should be soft pastel to contrast the logo — never adjust the logo to fit the scene.""
}",,branding; felt; logo; pixel; sculpture,@alex_prompter,https://x.com/alex_prompter/status/1925460683509899423,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/90.jpeg,,
songguoxs_89,????????????,songguoxs/gpt4o-image-prompts,,"Three different fantasy sailboats in the ocean, multiple scenes of beautiful aurora borealis and colorful moons with snowy mountains, a dreamy, fantasy landscape, in the style of digital art.",,fantasy; landscape,@BeanieBlossom,https://x.com/BeanieBlossom/status/1925159751169810806,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/89.jpeg,,
songguoxs_88,AirBnB ????,songguoxs/gpt4o-image-prompts,,"A highly detailed 3D isometric icon of the following object: [OBJECT]

Style: Airbnb 2024 icon language — miniature diorama / emoji-like object with crisp edges, realistic textures, and soft handcrafted realism.  

Material: The object should clearly retains its fundamental qualities but look as if its made from a mixture of matte and plastic-like materials.  

View: three-quarter front-left isometric view with a slight top-down angle.  

Lighting: soft neutral studio lighting from the top-left with subtle shadows and gentle gloss highlights.  

Color palette: retain the fundamental colors from the object and include subtle gradients and no harsh contrasts.  

Background: clean white, no drop shadow or noise.  

Mood: minimal, charming, utilitarian, premium.  

Rendering: hyper-detailed, photorealistic object with depth and tactility, like a designer lifestyle emoji or miniature product model. 

Optional Add-on for Replication:  Use the attached photo as a reference for proportions and layout. Do not copy exactly — reinterpret it in the Airbnb icon aesthetic.",,emoji; minimalist; photography; product,@R2_fieldworks,https://x.com/R2_fieldworks/status/1924433924106727531,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/88.png,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/88-2.png,
songguoxs_87,????????,songguoxs/gpt4o-image-prompts,,"A realistic, cinematic photograph of a vintage [BRAND NAME] item being gently lifted from a dusty stack of old children's books in a dimly lit attic. The item is designed in classic [BRAND NAME] style—featuring authentic patterns, textures, or logos (e.g. monograms, embossing, or signature motifs relevant to the brand). It is partially opened to reveal a miniature, warmly lit classroom inspired by [COUNTRY] school interiors, complete with small regional-style desks, a chalkboard with delicate handwriting in [LANGUAGE], and traditional local details like shoes, posters, or flags. A paper airplane hovers mid-air. The lighting is moody and nostalgic, with soft shadows and golden highlights suggesting afternoon light filtering through attic beams. On the top book cover at the bottom of the image, the [BRAND NAME] logo is written in an elegant, fountain-pen calligraphy style—subtle, integrated into the scene, and not obscuring the main subject.",,branding; interior; nature; paper-craft; photography; poster; retro,@TheRelianceAI,https://x.com/TheRelianceAI/status/1925606107608715268,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/87.png,,
songguoxs_86,???OpenAI?????,songguoxs/gpt4o-image-prompts,,"Create image with 1:1 ratio A next-gen wearable ai [device type] blending Jony Ive–inspired refined minimalism with a new material and interaction language symbolizing the power ChatGPT. The device is crafted from translucent aerogel fused with polished ceramic titanium, feather-light yet futuristic.  No seams, buttons, or traditional UI. Photographed floating against a pure white background, with a soft, diffused, nearly shadowless studio light.",,futuristic; minimalist; photography; ui,@hc_dsn,https://x.com/hc_dsn/status/1925589916844794154,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/86.png,,
songguoxs_85,???????MBTI??????,songguoxs/gpt4o-image-prompts,,"# ????
??????????????????MBTI????????,???????????????MBTI????????,???????????[INTP]

## ????
1. **????**:???????????????????MBTI??????????
2. **????**:???????????,???????????????
3. **?????**:??????????????????
4. **????**:???????????MBTI?????????

## ??????
??????:
- **??**:MBTI????(?INFJ)
- **??**:????????????????
- **??**:
- ????????(?""???"")
- ????:(?""The world is your oyster"")
- ??????????

## ????
- ??????????
- ???????????
- ?????????
- ????????

## ????
- ??????????
- ?????????MBTI????
- ?????????",,illustration; landscape; minimalist; portrait; typography,@op7418,https://x.com/op7418/status/1925869690120794320,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/85.jpeg,,
songguoxs_84,????Google I/O 2025??????,songguoxs/gpt4o-image-prompts,,"Retexture this image in the following JSON style aesthetic:
{
  ""styleAesthetic"": {
    ""title"": ""Isometric Multicolor Extrusion with Grid Control"",
    ""overallVibe"": ""Playful modern 3D iconography with directional extrusion and dynamic isometric grids"",
    ""viewAngle"": {
      ""type"": ""Isometric"",
      ""facingDirection"": ""right"",  // options: left, right, front
      ""rotationDegrees"": {
        ""x"": 30,
        ""y"": 30
      }
    },
    ""renderingStyle"": ""Clean 3D extruded vector with soft lighting and high contrast between faces"",
    ""objectSurface"": {
      ""frontFace"": {
        ""color"": ""#ffffff"",
        ""material"": ""Matte white plastic"",
        ""lighting"": ""Soft diffuse""
      },
      ""extrudedSide"": {
        ""type"": ""Multicolor gradient"",
        ""gradientStyle"": ""Diagonal sweep"",
        ""colorStops"": [
          ""#ff0040"", ""#ff8000"", ""#ffff00"", ""#00ff90"", ""#00cfff"", ""#8000ff""
        ],
        ""material"": ""Glossy plastic"",
        ""lighting"": ""Ambient with light falloff""
      }
    },
    ""extrusion"": {
      ""direction"": ""right"",  // determines which side is extruded: left, right, front
      ""depth"": ""moderate""
    },
    ""shadows"": {
      ""type"": ""Drop shadow"",
      ""direction"": ""bottom-right"",
      ""opacity"": 0.15,
      ""blurRadius"": ""6px""
    },
    ""background"": {
      ""type"": ""Isometric grid"",
      ""color"": ""#ffffff"",
      ""gridStyle"": {
        ""lineColor"": ""#e0e0e0"",
        ""lineWeight"": ""1px"",
        ""orientation"": ""opposite-extrusion""  // automatically flips grid lines to oppose the extrusion direction
      }
    },
    ""moodKeywords"": [
      ""Dimensional"",
      ""Clean"",
      ""Geometric"",
      ""Colorful"",
      ""Tactile"",
      ""Structured""
    ]
  }
}",,creative,@hckmstrrahul,https://x.com/hckmstrrahul/status/1925567579856453701,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/84.jpeg,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/84-2.jpeg,
songguoxs_83,Glitch ??????,songguoxs/gpt4o-image-prompts,,"A bold vector logo design in glitch art style, featuring distorted typography with RGB color channel shifts, fragmented lines, misaligned edges, digital noise effects, and a cyberpunk aesthetic. The logo appears corrupted or hacked, as if captured from a malfunctioning screen. Use a black or dark background for contrast, neon or high-saturation color palette, and sharp angular forms.","1?""X-CODE"" in futuristic glitch style, with pixel breakups and neon overlays
2?A glitch vector logo for a rogue AI named “OBLIVION.EXE”, with red error overlays and corrupted circuitry
3?A circular emblem for “Station 404”, a hacked orbital base with broken planetary symbols and static flicker
4?A surveillance eye logo, distorted with chromatic aberration, layered static, and flickering digital interference",futuristic; neon; pixel; sci-fi; typography,@Artedeingenio,https://x.com/Artedeingenio/status/1925844468294365289,https://raw.githubusercontent.com/songguoxs/gpt4o-image-prompts/master/images/83.png,,
