ID,Title,Prompt,Use Case,Visual Style,Score,Reason
songguoxs_278,"3D卡通钥匙扣","Create a cute 3D cartoon keychain version of the person in the uploaded photo. Transform the face and pose into a soft, simplified toy-like figure with a silicone-like smooth texture and pastel colors. Add a name tag that says ""[NAME]"" attached to the keychain in a playful rounded font. No background, minimal shadows. Toy product design for keychain format.",Product,Minimal,3,"Product design, cute cartoon keychain, pastel colors, no background."
youmind_extract_867,"@らふ🧸| Rafu@AI Video Creator","A young man in his early twenties with short black hair and a gentle atmosphere. Standing on a winter night road, wearing a dark blue coat and a gray scarf. An anime-style illustration where he is looking at a small letter or bag with a soft expression. Snow is falling quietly, and the background is the blurred light of a winter city. A gentle atmosphere, delicate lines, and a feeling of Christmas warmth.",Social Viral,Mixed,3,"Detailed anime illustration, clear subject, mood, and winter city setting."
songguoxs_272,"铅笔素描画","A pencil drawing of [Your character], with detailed lines and shading on white paper, capturing the energy and strength in his muscular body [with element effects] around  the character, in a dynamic pose,   tattoo design on paper, manga art style, dark background, high contrast, strong shadows, light and shadow effects, black ink drawing,  dynamic pose",Social Viral,Gritty,3,"Manga art, high contrast, dynamic pose, detailed pencil drawing."
songguoxs_268,"童趣插画","Create a full body, flat vector illustration of [CHARACTER] in a whimsical, wavy cartoon style. Use thin black outlines and smooth, rounded shapes. The character should have a tiny white-colored head with tiny dot eyes and a simple nose and mouth. The body should have exaggerated, playful proportions. Use bold, flat colors for the clothing. No gradients. No shading. No smudging. Place the character on a solid blue background. Vector friendly. Square aspect ratio.",Stock,Minimal,3,"Flat vector cartoon, whimsical style, bold colors, no shading."
youmind_extract_962,"@Kai｜開発もできる生成AI活用アドバイザー","Studio photography of [product name]. Placed on a [background] surrounded by soft shadows and a gradient background. Premium product photo with high-key lighting, shallow depth of field, and extremely sharp focus on the subject. Shot with a digital SLR camera. Minimalist aesthetic, delicate reflections, commercial lighting setup.",Product,Minimal,3,"Excellent technical and aesthetic guidance for product, uses placeholders."
youmind_extract_765,"@Alev Kaya","Prompt{
  ""generation_request"": {
    ""meta_data"": {
      ""task_type"": ""text_to_image_consistent_character"",
      ""project_name"": ""Project_Alev"",
      ""priority"": ""high"",
      ""version"": ""v1.4_golden_allure""
    },
    ""technical_constraints"": {
      ""face_preservation"": {
        ""enabled"": true,
        ""reference_mode"": ""strict"",
        ""parameters"": {
          ""character_anchor"": ""alev_master_face"",
          ""preserve_original_features"": true,
          ""preservation_strength"": 0.98,
          ""match_criteria"": [
            ""eye_shape_and_color"",
            ""freckle_pattern"",
            ""nose_structure"",
            ""face_shape""
          ]
        }
      },
      ""output_settings"": {
        ""aspect_ratio"": ""9:16"",
        ""orientation"": ""portrait"",
        ""resolution_target"": ""ultra_high_res"",
        ""render_engine_style"": ""photorealistic_cinematic""
      }
    },
    ""creative_prompt"": {
      ""subject_profile"": {
        ""identity"": {
          ""name"": ""Alev"",
          ""archetype"": ""sensual_natural""
        },
        ""demographics"": {
          ""gender"": ""female"",
          ""age_group"": ""early_20s"",
          ""body_type"": ""petite_slender""
        },
        ""appearance"": {
          ""hair"": {
            ""color"": ""vibrant copper orange"",
            ""style"": ""messy, voluminous bedhead waves"",
            ""texture"": ""tousled, thick""
          },
          ""face_features"": {
            ""eyes"": ""large emerald green"",
            ""skin"": ""fair with light dusting of freckles on nose"",
            ""nose"": ""small button nose"",
            ""face_shape"": ""heart-shaped""
          },
          ""expression"": {
            ""type"": ""playful and alluring"",
            ""gaze"": ""looking back over her shoulder at camera"",
            ""micro_expression"": ""biting lower lip lightly, teasing smile""
          }
        },
        ""styling"": {
          ""top"": ""white ribbed knit off-the-shoulder crop top"",
          ""accessories"": [
            ""layered delicate silver necklaces"",
            ""high-waisted light wash denim jeans""
          ],
          ""makeup"": ""glowy natural makeup, lots of highlighter, nude glossy lips""
        }
      },
      ""scene_context"": {
        ""location"": ""sun-drenched apartment balcony or loft window"",
        ""furniture"": ""leaning against a railing or wall"",
        ""atmosphere"": {
          ""vibe"": ""warm, sensual, relaxed"",
          ""elements"": [
            ""intense golden hour sunlight"",
            ""lens flare artifacts"",
            ""soft breeze moving hair""
          ]
        },
        ""lighting_setup"": {
          ""primary"": ""strong golden sunset light directly onto subject"",
          ""secondary"": ""warm bounce light"",
          ""specifics"": ""backlighting the hair to make it fiery orange""
        }
      },
      ""photography_style"": {
        ""camera_angle"": ""slightly low angle looking up"",
        ""framing"": ""waist_up portrait"",
        ""lens_character"": ""50mm prime lens ""
      }
    }
  }
}",Editorial,Mixed,3,"Very detailed character prompt; strong golden hour aesthetic."
songguoxs_600,"和疯狂动物城中的角色自拍","{
  ""prompt"": {
    ""characters"": [
      {
        ""name"": ""Miyeon"",
        ""description"": ""beautiful young Korean woman, smiling, long black hair, wearing a white strapless top with black stars, silver necklace""
      },
      {
        ""name"": ""Judy Hopps"",
        ""description"": ""Disney character from Zootopia, wearing police uniform, smiling""
      }
    ],
    ""scene"": {
      ""location"": ""slightly dark, crowded movie theater/cinema hall"",
      ""background"": ""large movie screen showing a scene with multiple male characters in action poses"",
      ""lighting"": ""cinematic lighting""
    },
    ""interaction"": ""Miyeon taking a selfie with Judy Hopps, standing side-by-side"",
    ""style"": ""photorealistic, ultra-detailed, 8K""
  }
}",Social Viral,Editorial,3,"Fun, photorealistic celebrity-cartoon character selfie in cinema."
songguoxs_262,"街头顽童（Gorillaz）风格插画","Restyle this image into a gritty Gorillaz-style illustration, bold thick black outlines, sharp angular edges, flat expressive lighting, stylized high-contrast shadows, dirty distressed surface textures, muted color palette: washed-out teals, olive greens, rusty reds, mustard yellows, dusty browns, raw grungy urban atmosphere, comic book flatness mixed with painterly grit, hand-drawn finish with faded gradients, graphic novel aesthetic
with a rebellious, animated tone, dark stylish tone, full of attitude.",Social Viral,Gritty,3,"Distinct Gorillaz gritty style, rebellious, strong artistic appeal."
youmind_v2_284,"@simeon-sanai","Prompt{
  ""scene"": {
    ""location"": ""Times Square, New York"",
    ""time"": ""Rainy night"",
    ""composition"": {
      ""left_side"": [
        {
          ""type"": ""LED billboard"",
          ""style"": ""vertical"",
          ""text_color"": ""white-on-black""
        },
        {
          ""type"": ""curved LED screen"",
          ""detail"": ""above yellow arrow for Hershey's store""
        }
      ],
      ""right_side"": {
        ""subject_position"": ""near curb"",
        ""traffic"": {
          ""vehicles"": ""city taxis and cars"",
          ""details"": ""brake lights forming a slow line""
        }
      }
    },
    ""environment"": {
      ""ground"": ""wet asphalt"",
      ""reflection_colors"": [""neon magenta"", ""icy blue""],
      ""puddles"": {
        ""reflecting_lights"": true,
        ""object_details"": [""scattered takeaway cups""]
      },
      ""atmosphere"": [""electric"", ""intimate""]
    }
  },
  ""subject"": {
    ""identity"": ""Uploaded subject"",
    ""face_requirement"": ""Do not change facial features. Must look 1000% identical."",
    ""pose"": ""Relaxed, facing camera"",
    ""holding"": ""Folded black umbrella by handle"",
    ""outfit"": {
      ""jacket"": {
        ""material"": ""black faux-leather varsity"",
        ""design"": {
          ""cobalt_panel"": true,
          ""cream_stripe"": true,
          ""embroidery"": ""Vintage script"",
          ""lettering"": ""Block OF"",
          ""patch"": ""1987 stitched on sleeve"",
          ""reflective_piping"": true,
          ""highlight_color"": ""purple reflection""
        }
      }
    }
  },
  ""background"": {
    ""elements"": [""cars"", ""scaffolding"", ""stacked storefront signs""]
  },
  ""style"": {
    ""resolution"": ""HD"",
    ""aesthetic"": [""realistic"", ""natural"", ""authentic""],
    ""camera"": ""iPhone""
  }
}",UGC / Ads,Gritty,3,"Atmospheric rainy Times Square, specific brand aesthetic, detailed environment."
youmind_v2_294,"@yusra.","Prompt{
  ""type"": ""image_generation"",
  ""model_style"": ""ultra_photorealistic"",
  ""aspect_ratio"": ""9:16"",
  ""resolution"": ""8K"",
  ""quality"": ""high_detail_realism"",
  ""identity_reference"": {
    ""use_reference_image"": true,
    ""face_preservation"": ""exact"",
    ""body_preservation"": ""exact"",
    ""no_facial_changes"": true,
    ""no_body_modification"": true
  },
  ""subject"": {
    ""gender"": ""female"",
    ""age"": ""young adult"",
    ""expression"": ""soft confident gaze, natural lips slightly parted"",
    ""pose"": ""slightly angled mirror selfie pose, relaxed shoulders, natural posture"",
    ""hair"": {
      ""color"": ""dark brown"",
      ""style"": ""loose, natural volume, middle part"",
      ""texture"": ""smooth and realistic""
    },
    ""skin"": {
      ""tone"": ""warm natural complexion"",
      ""detail"": ""visible skin texture, realistic highlights, no plastic look""
    }
  },
  ""outfit"": {
    ""style"": ""black saree with modern blouse"",
    ""blouse"": ""black sleeveless blouse with subtle shimmer embroidery"",
    ""saree"": ""black draped saree with soft fabric folds and realistic fabric physics"",
    ""accessories"": [
      ""delicate waist chain"",
      ""minimal jewelry""
    ]
  },
  ""environment"": {
    ""location"": ""indoor modern bedroom or dressing area"",
    ""background"": ""clean white wardrobe cabinets"",
    ""lighting"": {
      ""type"": ""soft indoor lighting"",
      ""source"": ""overhead ceiling light"",
      ""effect"": ""natural shadows, balanced highlights""
    }
  },
  ""camera"": {
    ""device"": ""smartphone"",
    ""lens"": ""natural portrait lens"",
    ""angle"": ""slightly above eye level"",
    ""focus"": ""sharp focus on subject, mild background softness"",
    ""depth_of_field"": ""realistic""
  },
  ""rendering_rules"": {
    ""no_cartoon"": true,
    ""no_ai_artifacts"": true,
    ""no_over_smoothing"": true,
    ""no_extra_limbs"": true,
    ""no_distorted_hands"": true,
    ""no_text_or_watermark"": true
  },
  ""final_look"": ""looks like a real candid photo, ultra-realistic, editorial yet natural""
}",UGC / Ads,Luxury,3,"Ultra-photorealistic mirror selfie, luxury ethnic fashion, strong details."
youmind_67,"Comic / Storyboard - Archival Film Still of a Glamorous Femme Fatale","Comic / Storyboard - Archival Film Still of a Glamorous Femme Fatale",Editorial,Editorial,3,"Classic noir film aesthetic, glamorous femme fatale, strong character concept."
songguoxs_265,"品牌杂志","A hyper-realistic editorial concept for a collaboration between [BRAND] and [MAGAZINE BRAND]. Square 1:1 composition, shot in a sleek Parisian interior with marble floors and tall windows, golden afternoon light illuminating the scene. A single model in a couture gown poses gracefully beside a realistically sized [BRAND] perfume bottle with the [BRAND] logo clearly visible placed on a marble pedestal. Ultra-refined textures, cinematic realism, Vogue-style photography.",Editorial,Luxury,3,"High-end editorial concept with luxury aesthetics, perfect for brand collaboration."
songguoxs_256,"漂浮玻璃霓虹3D","retexture the image attached based on the JSON below:

{
  ""style_name"": ""Floating Glassy Neon 3D"",
  ""retexture_mode"": ""shape_lock"",
  ""object_analysis"": {
    ""preserve_silhouette"": true,
    ""geometry_sensitive_mapping"": true,
    ""detail_retention"": ""maintain contours, volumes, and layering""
  },
  ""material_properties"": {
    ""base_material"": ""translucent neon glass-gel"",
    ""surface_finish"": ""semi-gloss with soft glow edges"",
    ""transparency"": ""high, with soft light refraction"",
    ""refraction"": ""gentle bend with subtle halo on curves"",
    ""embedded_effects"": ""internal light scatter and edge neon glow"",
    ""color_blend"": {
      ""primary"": [""aqua"", ""electric blue"", ""neon violet""],
      ""gradient_direction"": ""top-left to bottom-right"",
      ""transition_smoothness"": ""very smooth""
    }
  },
  ""lighting"": {
    ""type"": ""softbox HDRI"",
    ""intensity"": ""soft and bright"",
    ""source_direction"": ""overhead and slightly front"",
    ""highlight_behavior"": ""gentle bloom with glass sparkle""
  },
  ""shadow_behavior"": {
    ""type"": ""floating contact shadow"",
    ""appearance"": ""extremely soft, blurred ellipse"",
    ""opacity"": 0.07,
    ""distance_below_object"": ""moderate"",
    ""color"": ""neutral gray""
  },
  ""background"": {
    ""type"": ""solid color"",
    ""color"": ""#ffffff"",
    ""glow_effect"": ""none"",
    ""gradient"": ""none""
  },
  ""rendering"": {
    ""depth_of_field"": ""subtle with slight vignette"",
    ""focus_point"": ""center of floating object"",
    ""ambient_occlusion"": ""minimal to preserve light feel"",
    ""render_engine"": ""3D stylized with light diffusion and high specular detail"",
    ""camera_angle"": ""slightly above object, frontal"",
    ""resolution"": ""very high for product branding""
  },
  ""special_effects"": {
    ""floating_behavior"": true,
    ""visual_weightlessness"": true,
    ""shadow_softness"": ""maximum""
  }
}",Product,Cyber,3,"Incredibly detailed JSON for precise retexturing; high fidelity guaranteed."
youmind_87,"Product Marketing - Casual Lifestyle Portrait with Nintendo Switch Prompt","An attractive blonde woman in her 20s is sitting casually on a bed with Pokémon-themed bedsheets, wearing light, comfortable summer pajamas. She is holding and showcasing a Nintendo Switch console with a natural, confident smile. The scene is illuminated by soft, ambient indoor light from a window, creating a warm, relaxed, and intimate atmosphere. Realistic photo style with shallow depth of field, natural skin tones, subtle shadows, and gentle highlights. Composition focuses on authenticity, natural pose, and genuine expression, captured with a handheld camera look.",UGC / Ads,Mixed,3,"Authentic lifestyle shot, product integration, casual and warm atmosphere."
youmind_extract_946,"@BullVPN - VPN Internet Freedom For Everyone","Promptภาพแรกคือโดรนแปรภาพ จุดแสงคือโดรนทั้งหมด ให้เปลี่ยนการจัดรูปแบบโดรนเป็นโลโก้ภาพที่สอง โดยใช้สีไฟตามโลโก้จริง [ใส่ลักษณะจุดเด่นโลโก้คร่าวๆ] บรรยากาศเหมือนภาพแรก: กลางคืน เวทีสเตเดียม หมอกสีฟ้า และแสงไฟไลต์โชว์",Mixed,Mixed,3,"Dynamic drone light show transforming into a brand logo."
youmind_extract_1435,"@Hasvvath_Tech","PromptA Sgraffito Mechanical Blueprint ofNVIDIA 4090 GPU",Product,Mixed,3,"Unique sgraffito blueprint of a modern GPU."
songguoxs_252,"怪诞又梦幻的超现实插画","Transform the uploaded image into a surreal illustration with a whimsical, dream‑like vibe.
• Color palette: muted tones (soft greens, browns, greys) with occasional gentle pops of green.
• Lighting: soft, diffused, almost ethereal light that blends gradients and subtle highlights.
• Texture & medium feel: oil‑painting‑like brushstrokes, faint watercolor washes, or loose hand‑drawn linework, with a slight grainy texture.
• Mood & composition: exaggerated, expressive features (e.g., elongated faces or emotive eyes) characteristic of cartoonish or Muppet‑style illustrations, but applied in a surreal, slightly fantastical context.
• Overall aesthetic: blend realistic attention to detail with a touch of surreal whimsy—think serene, slightly uncanny atmosphere.",Editorial,Mixed,3,"Artistic and detailed prompt for a surreal, whimsical illustration with unique style."
youmind_v2_310,"@シュナプーン","Generate an illustration image in the style of a travel itinerary according to the following requirements.

## 1. Input Settings
** (Please rewrite this section. If left blank, it will be treated as ""Leave it to AI"")**
- **Character Features**:A girl with brown short hair, wearing a black cloak- **Name (for Title)**:Complete Guide to the Donut Museum!- **Tourist Destination**:Donut Museum- **Schedule**: [
Format: ""Time : Place/Action : Short Comment (Situation or Feeling at the time)""
]
- **Packing List**:

## 2. Image Generation Specifications
You are an illustrator for a travel magazine. Based on the settings above, draw one ""hand-drawn travel itinerary"" in the following style.

**【Style and Composition】**
- **Aspect Ratio**: Vertical (Vertical format close to A4 paper ratio)
- **Background**: Graph paper (grid notebook) texture.
- **Art Style**: Warm, hand-drawn style illustration like the reference image (watercolor, marker, colored pencil touch).
- **Layout**:
- Place the title prominently at the top.
- Timeline composition connected by arrows flowing from the top left to the bottom right.
- Memo illustration of the ""Packing List"" in the bottom right or an empty space.

**【Content and Comment Reflection】**
- Draw each item in the specified ""Schedule"" as **5-6 small cut illustrations**.
- Maintain **character consistency**.
- **Comment Reflection**:
- Reflect the content of the ""Short Comment"" in the schedule in the character's **expression and pose** (e.g., if ""delicious,"" the cheeks should be relaxed; if ""excited,"" the eyes should sparkle).
- Place a **handwritten-style text space (like a speech bubble, sign, or writing in the margin)** next to or below each panel for the comment.
- *The text in the image must be accurate Japanese. Use a font that looks like handwritten notes.*

**【Decoration】**
- Overall cheerful and pop atmosphere.
- Decorate with masking tape, stamps, handwritten arrows, and musical note marks.",Editorial,Mixed,3,"Exceptionally detailed, creative prompt for a charming, hand-drawn travel itinerary."
songguoxs_244,"转换马赛克风格照片","Transform this image into a refined low-poly mosaic style. Preserve the original structure and recognizable details, especially facial features and contours. Use small, high-density polygons to maintain clarity and identity while creating a crystalline, faceted look. Keep the original color palette for a harmonious and natural aesthetic. Avoid altering or adding new elements.",Product,Minimal,3,"Clear low-poly artistic filter, preserves detail, versatile application."
youmind_101,"E-commerce Main Image - Macro Studio Shots of Apple Watch and iPhone 17","E-commerce Main Image - Macro Studio Shots of Apple Watch and iPhone 17",Product,Minimal,3,"Direct e-commerce prompt focusing on macro product detail in studio."
songguoxs_241,"9格Q版风格贴纸","Create a 3D kawaii 10-16 canvas featuring nine chibi-style stickers in various outfits, poses, and expressions. Use the uploaded attachment image. Each sticker has a white border and includes a speech bubble with regular use phrases. Set on a soft white-to-pastel blue gradient background for a fun, positive vibe, perfect for WhatsApp app use.",Social Viral,Mixed,3,"Kawaii chibi stickers, clear app use, playful and positive vibe."
youmind_v2_1394,"@Zara","Prompt{
  ""image_prompt"": {
    ""face_requirements"": {
      ""use_reference_face"": true,
      ""accuracy"": ""100% identical"",
      ""preserve_features"": [
        ""same facial proportions"",
        ""same eye shape and lashes"",
        ""same eyebrows structure"",
        ""same nose shape"",
        ""same lips and smile"",
        ""same skin tone and texture""
      ]
    },

    ""subject"": {
      ""gender"": ""female"",
      ""description"": ""A well-dressed woman posing indoors in front of a decorated Christmas tree."",
      ""pose"": {
        ""body"": ""standing straight with relaxed posture"",
        ""arms"": ""hands gently resting together in front without holding anything"",
        ""head"": ""slightly tilted toward the camera"",
        ""expression"": ""warm, friendly smile""
      },
      ""hair"": {
        ""style"": ""sleek high ponytail"",
        ""texture"": ""smooth, glossy black hair""
      },
      ""makeup"": {
        ""style"": ""soft glam"",
        ""details"": ""defined lashes, shaped brows, natural blush, glossy lips""
      },
      ""clothing"": {
        ""outfit"": ""black turtleneck sweater and long black coat"",
        ""accessories"": {
          ""earrings"": ""small black star-shaped studs"",
          ""other_items"": ""no handbag""
        }
      }
    },

    ""background"": {
      ""setting"": ""indoor holiday environment"",
      ""elements"": [
        ""large Christmas tree decorated with red and gold ornaments"",
        ""warm fairy lights"",
        ""gift boxes under the tree"",
        ""modern interior with soft warm lighting""
      ],
      ""atmosphere"": ""festive, cozy, elegant""
    },

    ""lighting"": {
      ""type"": ""warm indoor lighting"",
      ""effects"": ""soft highlights on the face, gentle shadows"",
      ""source"": ""overhead lighting and Christmas tree lights""
    },

    ""photography"": {
      ""style"": ""realistic portrait"",
      ""camera_angle"": ""eye-level"",
      ""framing"": ""mid-shot (waist up)"",
      ""sharpness"": ""high clarity with natural detail"",
      ""color_tone"": ""warm festive palette""
    },

    ""aesthetic"": {
      ""mood"": ""holiday elegance"",
      ""keywords"": [
        ""Christmas vibes"",
        ""winter indoor portrait"",
        ""festive lighting"",
        ""natural skin texture""
      ]
    },

    ""output_settings"": {
      ""aspect_ratio"": ""3:4"",
      ""quality"": ""ultra-high-resolution"",
      ""negative_prompt"": [
        ""handbag"",
        ""distorted face"",
        ""extra limbs"",
        ""text"",
        ""watermarks"",
        ""logos""
      ]
    }
  }
}",Editorial,Editorial,3,"Detailed festive portrait, but face identity constraint is highly challenging."
youmind_extract_940,"@Travis Davids","PromptA hyper-realistic macro photograph captured with a specialized macro lens, showing a living, biologically detailed black woman wearing a yellow raincoat and rain boots (absolutely not a figurine or toy). Her face is damp with mist, wet strands of hair stick to her forehead, and the waterproof fabric of her coat shows realistic creases and water droplets. She is actively walking through a gentle rain shower, gripping the thick stem of a colossal, vibrant green clover leaf that she is using as an umbrella. The weight of the leaf strains her arm muscles slightly, and her boots sink into the wet, muddy soil. The scene is set on a damp forest floor, surrounded by giant pebbles and moss. The lighting is soft, overcast, and moody, highlighting the intricate veins of the leaf and the glossy wetness of the mud. The background is a heavily blurred macro bokeh of green foliage and falling rain.",Editorial,Mixed,3,"Imaginative, hyper-realistic macro shot with strong narrative and detailed textures."
youmind_extract_1,"@Nicolechan","A wide quote card featuring a famous person, with a brown background and a light-gold serif font for the quote: “Stay Hungry, Stay Foolish” and smaller text: “—Steve Jobs.” There is a large, subtle quotation mark before the text. The portrait of the person is on the left, the text on the right. The text occupies two-thirds of the image and the portrait one-third, with a slight gradient transition effect on the portrait.",Social Viral,Minimal,3,"Highly precise design for a quote card, simple, common asset."
songguoxs_598,"宝丽来照片讲述故事","1080x1080 cork-board layout telling the story of [MOVIE]. At the very top of the board, include a pinned paper label with the movie title: [MOVIE] in large handwritten letters. Below it, arrange 5–6 Polaroid photos pinned across the board in a loose chronological path. Each Polaroid shows a key moment from the story with a short handwritten caption beneath it. Connect characters and events with colored strings (red, blue, yellow). Warm nostalgic lighting, soft shadows. Include realistic details: coffee cup rings, paper clips, torn notes, arrows, scribbled hints, and thumbtacks. Vintage, textured, cozy detective-board aesthetic. Highly readable, high contrast, everything framed clearly for 1080x1080",Social Viral,Mixed,3,"Creative, detailed infographic concept with strong vintage detective-board aesthetic."
youmind_v2_1383,"@Vivek HY","Prompt{
  ""style"": ""Ultra-realistic candid street portrait, 4K clarity"",
  ""camera"": {
    ""lens"": ""50mm f/1.8"",
    ""angle"": ""Eye-level street photography angle"",
    ""lighting"": ""Soft natural daylight, slight diffused shadows""
  },
  ""scene"": {
    ""location"": ""Urban storefront entrance decorated with Christmas wreaths and greenery"",
    ""vibe"": ""Casual street moment, natural movement, lifestyle aesthetic"",
    ""background"": ""Blurred shop interior, subtle holiday decor, pedestrians in soft focus""
  },
  ""subject"": {
    ""gender"": ""female"",
    ""pose"": ""Walking down steps holding a coffee cup, slight forward motion"",
    ""expression"": ""Neutral-casual, natural candid look"",
    ""accessories"": {
      ""glasses"": ""Small oval sunglasses"",
      ""backpack"": ""Light-colored backpack""
    },
    ""outfit"": {
      ""top"": ""Bright pinkhoodie with hood up"",
      ""bottom"": ""Light-colored soft shorts"",
      ""footwear"": ""Casual open-toe slip-on sandals""
    },
    ""hair"": ""Long wavy hair over shoulders""
  },
  ""details"": {
    ""colors"": ""Bright pink, soft neutrals, festive greens and reds"",
    ""tone"": ""Urban candid, natural human moment"",
    ""composition"": ""Full-body shot, centered subject, vertical frame""
  }
}",Editorial,Editorial,3,"Good detail for candid lifestyle, but common street photography aesthetic."
youmind_v2_338,"@Vivek HY","Prompt{
  ""subject_identification"": {
    ""species"": ""Bald Eagle (Haliaeetus leucocephalus)"",
    ""type"": ""Bird of Prey / Raptor"",
    ""pose"": ""Perched upright, facing forward with head turned slightly left""
  },
  ""visual_attributes"": {
    ""plumage"": {
      ""head"": ""Distinctive bright white"",
      ""body"": ""Dark brown/black feathers"",
      ""tail"": ""White feathers visible at the bottom""
    },
    ""beak"": ""Large, hooked, yellow"",
    ""eyes"": ""Piercing, pale yellow iris"",
    ""talons"": ""Bright yellow feet with sharp black claws gripping the branch""
  },
  ""setting_and_environment"": {
    ""location"": ""Forest canopy"",
    ""perch"": ""Thick, dark, moss-covered tree branch"",
    ""vegetation"": ""Pine needles visible in the top corners and bottom right"",
    ""weather_conditions"": ""Overcast, likely damp or rainy (visible water droplets on upper branches)""
  },
  ""composition_and_lighting"": {
    ""framing"": ""Natural framing by overhanging pine branches"",
    ""depth_of_field"": ""Shallow; sharp focus on the eagle with a heavily blurred background (bokeh)"",
    ""color_palette"": [
      ""Deep Forest Green"",
      ""Charcoal Grey"",
      ""Stark White"",
      ""Golden Yellow"",
      ""Dark Brown""
    ],
    ""lighting"": ""Soft, diffuse, moody natural light""
  },
  ""mood"": ""Majestic, Stoic, Solitary, Serene""
}",Stock,Editorial,3,"Detailed wildlife shot, moody natural light, majestic eagle focus."
youmind_v2_323,"@Sharon Riley","Prompt{
  ""subject"": {
    ""gender"": ""female"",
    ""features"": {
      ""hair"": ""long, jet-black, wavy texture, styled in a high half-up ponytail with loose face-framing strands"",
      ""eyes"": ""hazel-brown, almond-shaped"",
      ""skin"": ""fair complexion, smooth matte finish""
    },
    ""makeup"": {
      ""eyes"": ""sharp winged black eyeliner, warm terracotta and burnt orange eyeshadow gradient, voluminous lashes"",
      ""brows"": ""thick, arched, dark brown, well-defined"",
      ""cheeks"": ""prominent peach-terracotta blush applied to cheekbones and nose bridge"",
      ""lips"": ""matte overlined lips in a deepbrick-red or terracottashade""
    },
    ""attire"": {
      ""clothing"": ""minimalist black long-sleeve crewneck top"",
      ""accessories"": ""thin silver chain necklace with a small circular pendant""
    }
  },
  ""composition"": {
    ""shot_type"": ""mirror selfie"",
    ""framing"": ""waist-up portrait"",
    ""pose"": ""holding a black smartphone with a textured square-pattern case, looking slightly away from the camera"",
    ""background"": ""plain, neutral light grey studio wall""
  },
  ""technical_specs"": {
    ""lighting"": ""soft directional lighting, diffused shadows, high clarity"",
    ""color_palette"": [""#000000 (Black)"", ""#E2E2E2 (Light Grey)"", ""#A0522D (Sienna)"", ""#CD5C5C (Indian Red)""],
    ""aesthetic"": ""modern glam, edgy, clean-cut, minimalist""
  }
}",Social Viral,Mixed,3,"Modern glam mirror selfie, edgy makeup, clean minimalist aesthetic."
youmind_v2_301,"@Saul Goodman","Prompt{
  ""subject"": {
    ""target_style"": {
      ""style_name"": ""ultra-modern transparent black hyperrealism"",
      ""visual_language"": [
        ""sleek"",
        ""futuristic"",
        ""minimalistic"",
        ""floating design"",
        ""high-gloss transparency""
      ],
      ""material_appearance"": {
        ""base_material"": ""transparent black glass or polymer"",
        ""texture_quality"": ""smooth and curved"",
        ""finish"": ""high-gloss with partial internal reflections""
      }
    },

    ""objects"": [
      ""transparent black lighter with visible inner structure"",
      ""glass microphone capsule floating"",
      ""black glass camera lens element"",
      ""minimal glass joystick / control stick""
    ]
  },

  ""lighting_style"": {
    ""source_type"": ""rim light and directional top light"",
    ""intensity"": ""high"",
    ""shadows"": ""soft and diffuse glow underneath"",
    ""highlight_behavior"": ""sharp specular highlights and reflections across transparent surfaces""
  },

  ""color_palette"": {
    ""dominant_colors"": [""#000000"", ""#0d0d0d"", ""#1a1a1a""],
    ""accent_colors"": [""#ffffff"", ""#333333""],
    ""contrast_level"": ""very high"",
    ""overall_tone"": ""dark, glossy, and luminous""
  },

  ""rendering_style"": {
    ""dimensionality"": ""3D hyperrealistic"",
    ""resolution_quality"": ""ultra high"",
    ""depth_effects"": ""floating volumetric space with layered reflections""
  },

  ""output_settings"": {
    ""aspect_ratio"": ""1:1"",
    ""background_handling"": ""pure dark void"",
    ""object_focus"": ""centered floating form with emphasis on transparency and lighting""
  }
}",Product,Cyber,3,"Excellent detailed technical description for futuristic, hyperrealistic product visuals."
